id,xcenter,ycenter,aperture_sum,residual_flux
1,2763.5499999999315,1269.0399999994856,30.15075147139165,19.94596899744629
2,2758.2999999999465,1271.15999999947,27.695543254816837,15.085016763793877
3,2755.9599999991674,1275.429999997264,31.475528002965188,23.111095161963313
4,2766.1100000004385,1289.3600000002348,2.601251182697457,0.8290753111562035
5,2485.8399999999237,1392.169999999935,1.1556107209633149,1.1417474940871268
6,2648.970000000528,1406.6300000004408,2.5143186841188494,2.010515725857706
7,2581.5899999989897,1600.2899999990213,2.253254184298508,1.8470126007630814
8,2560.229999999939,1606.9299999997934,1.683595604654211,1.0022821900614798
9,2880.109999999692,1653.4199999994626,1.9572732337567915,2.0574330084648684
10,3405.9999999998863,1667.369999999752,2.512890893085897,2.6784265632595754
11,3567.9500000002195,1679.0799999996839,1.5870589260700814,1.651801775921078
12,2948.2299999997604,1728.8499999996754,2.632345219608904,2.484286862029733
13,3582.370000000124,1753.770000000385,3.889274868719708,3.7480539269177773
14,4010.659999999603,1754.4800000013465,0.8915507755089465,1.1119065211588115
15,3774.93999999973,1784.1800000004164,4.986673238318067,4.808567725428556
16,2582.49000000063,1793.1100000013741,1.5430845329762979,1.3402703454313096
17,2391.320000000241,1799.2400000002444,0.8182805537431833,0.9524847377147001
18,3529.929999999828,1826.7100000000705,1.0713432193908803,1.367852160441291
19,2268.1599999994455,1854.6200000001866,3.9103754481807527,3.579034228706132
20,3213.4499999999643,1871.1200000000927,0.9980888254425921,1.0464238260350933
21,2302.9900000003677,1874.7000000007813,1.5446851317271701,1.2279855805139457
22,3980.32999999991,1890.6400000002297,1.1922674133233984,1.4823817873058522
23,2308.1000000007225,1921.2600000013128,3.656717989634204,2.807831803145759
24,3585.4599999998377,1924.6799999998411,1.431661028430656,1.5512703107059345
25,3495.31999999976,1937.3399999990029,9.539102589927245,8.512287739790056
26,3807.6299999997705,1944.4300000018668,0.6676489350638242,1.0482942154733417
27,2742.3000000001857,1971.1600000003843,2.2559926205811047,1.974928162123958
28,2855.820000000207,1977.8199999995913,3.5164258211296526,3.2727702143413335
29,4169.510000000045,2000.830000000431,12.394905159265234,11.979661316223849
30,2220.2099999996663,2020.8200000002084,1.53416808031226,0.9143314690351488
31,2881.5999999998353,2024.4600000006128,1.664809710548639,1.7599439052239927
32,5181.350000000351,2045.9299999996192,1.3459611104272575,1.4644875992569857
33,2607.7300000001032,2063.5200000005325,3.4048165056971738,3.0335884970976843
34,2554.839999999455,2066.8499999998257,1.7256935797079462,1.584495921710165
35,3121.690000000268,2105.7300000000123,5.535035440563637,5.057571187095269
36,2138.0699999996878,2122.879999999678,8.273444873409701,7.226871828287241
37,5149.259999999659,2132.140000000578,1.7534850438093017,1.8552110069096976
38,2929.1399999993528,2194.5999999995383,0.9126730615044449,1.0890852876789099
39,3507.5400000000477,2197.8999999998578,1.8420133744169236,1.9060214385525742
40,3294.6799999998143,2206.2500000000246,2.2517612734747816,2.4985525105775466
41,5181.070000000362,2232.1499999988937,1.8062210804858898,1.9914001007239452
42,4805.790000000629,2233.409999997778,2.3435067369315834,2.562492781642192
43,5245.109999999939,2241.8599999999333,2.265793858043269,2.470862472568476
44,5631.019999999638,2262.770000000263,2.155476183425672,2.225162338796614
45,3274.059999999704,2270.9199999989814,1.6709791066093027,1.8567786440315324
46,3627.370000000234,2301.2599999998693,1.0991134529348108,1.4294542119933822
47,5340.320000000844,2311.0999999981077,1.5245681425458357,1.4502209604758514
48,5397.779999999829,2348.620000000348,6.429566459145631,6.0944208217274465
49,3037.759999999791,2348.8400000001902,3.2614526185976964,3.2563919621781863
50,3874.899999999932,2372.2799999997023,4.317927245953678,4.063356374352195
51,3070.9799999995967,2378.8200000005654,0.6614381545887275,0.9114011502308239
52,4091.709999999868,2405.700000000231,1.1792571362358606,1.305114962948096
53,2394.2199999995682,2411.500000000444,1.1350244698315255,1.0853897572265165
54,5288.480000000094,2419.9299999991144,5.8324067715650845,5.044816805784555
55,5728.240000000806,2420.7000000010594,2.007932696407748,1.4059515269386011
56,3386.7799999995077,2422.58999999718,1.9376617733049395,2.168723071535469
57,5306.689999999579,2433.399999999843,6.762344010540487,6.174787377179739
58,5272.269999999864,2436.369999999937,21.332178325258337,20.015547466206797
59,3647.819999999932,2446.780000000118,1.7035577424697268,1.9011517935807938
60,5236.289999999868,2485.370000000078,1.3867218015030334,1.3868398837702052
61,3996.5100000001557,2490.12000000041,1.0573731049429087,1.2521800337877174
62,5609.100000000055,2491.160000000499,2.1227255108921375,1.7309517307302222
63,5585.5499999997555,2515.0500000003267,2.37172902934646,2.3352177481393306
64,2100.5800000004665,2516.9199999999373,2.278011166824223,1.620224634849159
65,2114.3700000010367,2565.5400000009604,2.9743768758845865,2.291564754384697
66,3822.150000000227,2570.4899999991453,1.2468544044098488,1.3731490760155705
67,5873.200000000536,2570.7800000000316,2.687309900774155,2.6078278411359093
68,5586.149999999701,2604.2799999999306,2.404890451515714,2.6535487348913076
69,5223.489999999845,2617.749999999474,0.7604151903372153,0.9509447632301226
70,4874.800000001422,2624.2799999996146,2.000023467658428,1.3380133390450393
71,4884.559999998197,2638.100000000364,7.814077143887763,6.93323548982297
72,5569.689999999624,2696.3200000001625,1.3159712116228797,1.457089813527657
73,2042.8700000004008,2702.0800000001714,1.7484492951319939,1.444062551928074
74,4941.63000000049,2712.959999999009,9.000945718861706,8.783107526489468
75,5334.3599999996795,2749.9000000006836,0.3472294434401193,0.8392328087608543
76,2010.1200000008464,2769.650000001395,6.726315623357196,5.715275290131953
77,3607.8699999998757,2800.88000000027,1.4750527400382667,1.6922200498826965
78,1877.6600000008773,2833.1099999997896,2.1151750476139504,1.9994486425046627
79,3805.970000000087,2838.9599999990696,0.8025529597941224,0.9960793086690639
80,5908.110000000064,2853.4900000005964,1.899791681037884,1.8789308890850231
81,5925.1200000000335,2890.0699999997896,4.2981623351007325,4.135872575857987
82,3434.1200000002536,2895.290000000398,1.5540365112189645,1.674398739874625
83,5937.690000000543,2928.8800000000983,0.9524991539796483,1.0461545666920833
84,2664.8400000000765,2931.029999999917,0.46740437846512156,0.9619467609975434
85,2200.5300000001034,2936.059999999662,2.8832277074789716,2.562453028257451
86,5604.960000000767,2947.800000000532,4.462859397273035,4.141577916415478
87,6203.8999999998505,2947.9399999998896,2.0955000464745077,1.6205656347956336
88,6216.660000000482,2948.739999999682,1.5962095477087686,1.3239119008702291
89,1892.3300000004788,2954.8600000005586,6.456058904641057,5.111248357872412
90,6195.589999999056,2961.720000000437,3.4866127517995342,3.172339350742345
91,2154.880000000644,3024.0199999996166,1.4992729498765296,1.046598323098474
92,6102.7200000002995,3052.200000000294,2.726047207590747,2.4085266433447488
93,4877.749999999534,3077.610000000252,0.29212692761529857,0.4067532417356666
94,4085.9499999999716,3091.3399999995763,4.3496949023391585,3.942755003636102
95,3332.989999999709,3100.2899999988126,1.3395085195295349,1.2759682731889446
96,4063.149999999383,3104.620000001487,2.3609061569490937,2.109177770285661
97,1822.1199999999778,3117.1800000008466,3.894013749813763,1.9863438569855194
98,4313.380000000232,3184.04999999991,1.7806475802695194,1.1230747513674746
99,5408.079999998389,3187.3600000002243,7.797516786546607,6.463833779856101
100,1808.2800000001023,3200.9299999996488,20.97995661058895,19.249796869805333
101,4608.360000000179,3239.4600000000423,1.7772330978076056,1.5592266113395297
102,3639.320000000091,3259.4700000008834,2.28111989801407,1.9399771976284272
103,1787.8700000007925,3263.6500000005053,4.673989550268545,3.6284074039295677
104,1813.709999998249,3264.1600000009867,13.477749871397851,10.834205594699217
105,5883.870000000314,3271.930000000107,1.3785370456301955,0.8112510030894909
106,2527.3200000001734,3281.9800000002538,1.1954273985013406,1.1423587812147038
107,4320.249999999198,3290.5399999998804,3.6178364801740157,2.4598845298902337
108,3654.4400000000956,3295.7400000027656,2.8633448890430215,2.449838875646361
109,1792.8900000012118,3309.6300000004367,18.221075352325037,14.401368065704604
110,1797.05000000009,3316.780000000051,26.731571053323247,20.300903380374002
111,1754.9999999987917,3326.5999999996575,3.9767662636117183,3.0911398609400833
112,2592.7299999998286,3336.0400000004156,0.9226862561668802,0.7505687712627706
113,4372.950000001038,3337.5699999993326,3.276754694942594,1.9436406580548207
