id,xcenter,ycenter,aperture_sum,residual_flux
1,2763.5499999999315,1269.0399999994856,54.15896612288043,38.71695677403113
2,2758.2999999999465,1271.15999999947,53.169312089444524,29.914215776082166
3,2755.959999999168,1275.429999997264,52.9721034800611,37.02381605600068
4,2766.110000000439,1289.3600000002348,6.474920308050069,3.4746471325723536
5,2485.8399999999237,1392.169999999935,0.5731132178591339,1.4124758778716175
6,2648.970000000528,1406.6300000004408,5.943232977187514,5.996608678534006
7,2581.5899999989897,1600.2899999990213,0.911301305390836,1.3448138353392154
8,2560.229999999939,1606.9299999997934,4.355725132231684,3.7285584353299415
9,2880.109999999692,1653.4199999994626,2.26656276407615,3.313275828013813
10,3405.9999999998868,1667.369999999752,0.874718547233551,2.650866440316874
11,3567.95000000022,1679.0799999996839,0.5298751877720825,2.3408642187115034
12,2948.2299999997604,1728.8499999996754,2.4890342068978324,3.309432673638403
13,3582.370000000124,1753.770000000385,4.301191869778135,5.710445666626814
14,4010.659999999603,1754.4800000013465,4.029867620195839,5.749602208832879
15,3774.93999999973,1784.1800000004164,6.256962903368462,7.544384742135637
16,2582.49000000063,1793.1100000013741,1.3480250066746609,2.116170520732871
17,2391.320000000241,1799.2400000002444,1.4145719866246762,2.7146596530886997
18,3529.929999999828,1826.7100000000705,0.6177185738864086,2.260707684257659
19,2268.1599999994455,1854.6200000001866,5.817524596599347,6.049107407570119
20,3213.4499999999643,1871.1200000000927,2.177231142471521,3.670907390345578
21,2302.9900000003677,1874.7000000007813,1.9049123461248598,1.9970032615782756
22,3980.32999999991,1890.6400000002297,1.7220831758073993,3.475383331362174
23,2308.1000000007225,1921.2600000013128,5.455847505980151,4.707246811527843
24,3585.4599999998377,1924.6799999998411,0.5808353601396059,2.404089683509117
25,3495.31999999976,1937.3399999990029,11.930110730191199,11.94834942727757
26,3807.629999999771,1944.4300000018668,-0.6594658740923129,1.3329146061062005
27,2742.300000000186,1971.1600000003843,0.9362466909320966,1.7574042834190156
28,2855.820000000207,1977.8199999995913,12.210638418045862,12.772048890039756
29,4169.510000000046,2000.830000000431,48.58093597624391,47.78400887145406
30,2220.2099999996663,2020.8200000002084,1.6335280140504294,1.26885600845478
31,2881.5999999998353,2024.4600000006128,2.1171436451392625,3.2653484882511927
32,5181.350000000351,2045.9299999996192,0.6149745952492799,2.074372121196977
33,2607.7300000001032,2063.5200000005325,5.240021452441719,5.4988069559195365
34,2554.839999999455,2066.8499999998257,2.100194465209995,2.5265177709897597
35,3121.6900000002684,2105.7300000000123,6.186217472216281,6.669134196916247
36,2138.0699999996878,2122.879999999678,9.554710565216096,8.113536036317942
37,5149.259999999659,2132.140000000578,1.4115253953196842,2.9950327715350955
38,2929.139999999353,2194.5999999995383,0.37924072564427985,1.9279529347413165
39,3507.5400000000477,2197.8999999998578,1.3974900475186045,3.045374526510179
40,3294.6799999998143,2206.2500000000246,8.072161377005415,9.29010645079217
41,5181.070000000362,2232.1499999988937,2.045920238578844,3.1578003810554742
42,4805.790000000629,2233.409999997778,5.038426653557011,5.3021195449900915
43,5245.109999999939,2241.8599999999333,6.674318440751407,7.848327052179576
44,5631.019999999638,2262.770000000263,6.800479547241818,7.8090609609460495
45,3274.059999999704,2270.9199999989814,1.1806261908844502,2.6510801942016666
46,3627.370000000234,2301.2599999998693,0.012792199410096981,1.8930330102326915
47,5340.320000000844,2311.0999999981077,1.9873364668810416,2.8587904468943863
48,5397.779999999829,2348.620000000348,5.239588205952793,6.076134104978732
49,3037.759999999791,2348.8400000001902,3.3463537736726265,4.612599393405279
50,3874.899999999932,2372.2799999997023,5.147712466533783,6.385534922167563
51,3070.9799999995967,2378.8200000005654,2.2389502604415257,3.836191371144962
52,4091.709999999868,2405.700000000231,0.35258329669781785,1.9706603868005725
53,2394.2199999995682,2411.500000000444,1.526362880135608,2.1205185379950713
54,5288.480000000094,2419.9299999991144,6.637952721459006,6.702958680052395
55,5728.240000000806,2420.7000000010594,2.081080385461772,2.3281078311692878
56,3386.7799999995077,2422.58999999718,2.000797975479064,3.5574164024503814
57,5306.689999999579,2433.399999999843,8.571416103597413,8.511742551623021
58,5272.269999999864,2436.369999999937,27.741893234997722,26.7668148455375
59,3647.819999999932,2446.780000000118,1.1986148322391246,2.881584814922758
60,5236.289999999868,2485.370000000078,2.2196242810199838,3.1089077916362724
61,3996.5100000001557,2490.12000000041,0.5358398306652881,1.9838715832514748
